NUMERO_INCIDENTE;CODIGO_CRIME;CODIGO_GRUPO_CRIME;DESCRICAO_CRIME;DISTRITO;AREA_REPORTADA;TEVE_TIRO;DATA_OCORRENCIA;ANO;MES;DIA_DA_SEMANA;HORA;ALTO_RISCO;LATITUDE;LONGITUDE
I182067051;3018;Medical Assistance;SICK/INJURED/MEDICAL - POLICE;B2;282;0;21/08/2018 20:10;2018;8;Tuesday;20;0;42.32823419;-71.08328981
I182067049;2629;Harassment;HARASSMENT;B2;909;0;18/08/2018 15:00;2018;8;Saturday;15;0;42.33380238;-71.08880867
I182067044;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;180;0;21/08/2018 20:51;2018;8;Tuesday;20;0;42.32579168;-71.07460835
I182067039;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2; ;0;21/08/2018 20:10;2018;8;Tuesday;20;0;0;0
I182067039;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2; ;0;21/08/2018 20:10;2018;8;Tuesday;20;0;0;0
I182067031;3114;Investigate Property;INVESTIGATE PROPERTY;B2;264;0;21/08/2018 17:29;2018;8;Tuesday;17;0;42.31929697;-71.07732451
I182067027;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2; ;0;21/08/2018 20:04;2018;8;Tuesday;20;0;0;0
I182067024;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;296;0;20/08/2018 22:15;2018;8;Monday;22;0;42.32300514;-71.08081696
I182067021;3208;Property Lost;PROPERTY - MISSING;B2;292;0;21/08/2018 20:08;2018;8;Tuesday;20;0;42.32950969;-71.0896085
I182067008;1304;Recovered Stolen Property;PROPERTY - STOLEN THEN RECOVERED;B2;312;0;16/08/2018 17:00;2018;8;Thursday;17;0;42.31688133;-71.08874073
I182066987;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;311;0;21/08/2018 16:30;2018;8;Tuesday;16;0;42.31756529;-71.0821868
I182066970;3119;Firearm Discovery;FIREARM/WEAPON - FOUND OR CONFISCATED;B2;320;0;21/08/2018 17:26;2018;8;Tuesday;17;0;42.3093638;-71.08416777
I182066969;3115;Investigate Person;INVESTIGATE PERSON;B2;182;0;20/08/2018 00:30;2018;8;Monday;0;0;42.3220384;-71.07140396
I182066957;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;330;0;21/08/2018 16:18;2018;8;Tuesday;16;0;42.3043395;-71.08477887
I182066930;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;586;0;21/08/2018 13:27;2018;8;Tuesday;13;0;42.32911928;-71.09782102
I182066916;2647;Other;THREATS TO DO BODILY HARM;B2;280;0;21/08/2018 12:54;2018;8;Tuesday;12;0;42.32902469;-71.08341505
I182066907;3201;Property Lost;PROPERTY - LOST;B2;281;0;21/08/2018 14:11;2018;8;Tuesday;14;0;42.32696802;-71.08051941
I182066889;3109;Police Service Incidents;SERVICE TO OTHER PD INSIDE OF MA.;B2;289;0;21/08/2018 13:10;2018;8;Tuesday;13;0;42.33367922;-71.09187755
I182066885;3115;Investigate Person;INVESTIGATE PERSON;B2;305;0;21/08/2018 12:35;2018;8;Tuesday;12;0;42.3202771;-71.09248784
I182066878;3410;Towed;TOWED MOTOR VEHICLE;B2;287;0;21/08/2018 10:45;2018;8;Tuesday;10;0;42.33044113;-71.08373481
I182066863;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;566;0;21/08/2018 11:37;2018;8;Tuesday;11;0;42.30224095;-71.08737739
I182066843;3207;Property Found;PROPERTY - FOUND;B2;603;0;21/03/2018 00:00;2018;3;Wednesday;0;0;42.33164942;-71.10388952
I182066839;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2;330;0;21/08/2018 10:43;2018;8;Tuesday;10;0;42.30352079;-71.08404465
I182066808;3301;Verbal Disputes;VERBAL DISPUTE;B2;310;0;21/08/2018 08:49;2018;8;Tuesday;8;0;42.31785103;-71.08499096
I182066806;3115;Investigate Person;INVESTIGATE PERSON;B2;289;0;21/08/2018 07:20;2018;8;Tuesday;7;0;42.33367922;-71.09187755
I182066785;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;589;0;21/08/2018 04:43;2018;8;Tuesday;4;0;42.33645686;-71.09316852
I182066783;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;301;0;21/08/2018 04:41;2018;8;Tuesday;4;1;42.3246387;-71.09531354
I182066783;3301;Verbal Disputes;VERBAL DISPUTE;B2;301;0;21/08/2018 04:41;2018;8;Tuesday;4;0;42.3246387;-71.09531354
I182066783;2405;Disorderly Conduct;DISORDERLY CONDUCT;B2;301;0;21/08/2018 04:41;2018;8;Tuesday;4;0;42.3246387;-71.09531354
I182066781;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;321;0;21/08/2018 04:17;2018;8;Tuesday;4;0;42.31158604;-71.08295318
I182066781;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;321;0;21/08/2018 04:17;2018;8;Tuesday;4;0;42.31158604;-71.08295318
I182066769;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;181;0;21/08/2018 01:03;2018;8;Tuesday;1;0;42.32544469;-71.06964485
I182066764;3115;Investigate Person;INVESTIGATE PERSON;B2;318;0;20/08/2018 23:32;2018;8;Monday;23;0;42.30956305;-71.08990197
I182066752;3114;Investigate Property;INVESTIGATE PROPERTY;B2;305;0;20/08/2018 22:44;2018;8;Monday;22;0;42.32251511;-71.09080341
I182066748;3115;Investigate Person;INVESTIGATE PERSON;B2; ;0;20/08/2018 22:08;2018;8;Monday;22;0;0;0
I182066742;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;911;0;20/08/2018 19:49;2018;8;Monday;19;0;42.33414659;-71.09470188
I182066731;3114;Investigate Property;INVESTIGATE PROPERTY;B2; ;0;20/08/2018 21:02;2018;8;Monday;21;0;0;0
I182066716;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;328;0;02/07/2018 00:00;2018;7;Monday;0;0;42.31049939;-71.07733579
I182066715;1846;Drug Violation;DRUGS - POSS CLASS E;B2;178;0;20/08/2018 19:55;2018;8;Monday;19;0;42.3295381;-71.07163555
I182066713;1849;Drug Violation;DRUGS - POSS CLASS B - COCAINE;B2;178;0;20/08/2018 16:30;2018;8;Monday;16;0;42.32918426;-71.07112135
I182066710;617;Larceny;LARCENY THEFT FROM BUILDING;B2;276;0;20/08/2018 17:00;2018;8;Monday;17;0;42.33330171;-71.08181675
I182066706;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;312;0;20/08/2018 16:00;2018;8;Monday;16;0;42.31688133;-71.08874073
I182066699;1849;Drug Violation;DRUGS - POSS CLASS B - COCAINE;B2;179;0;20/08/2018 17:01;2018;8;Monday;17;0;42.33130578;-71.07194742
I182066690;3115;Investigate Person;INVESTIGATE PERSON;B2;329;0;20/08/2018 18:23;2018;8;Monday;18;0;42.30938437;-71.08262277
I182066687;616;Larceny;LARCENY THEFT OF BICYCLE;B2;312;0;20/08/2018 18:04;2018;8;Monday;18;0;42.31688133;-71.08874073
I182066673;735;Auto Theft Recovery;RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON);B2;301;0;20/08/2018 08:10;2018;8;Monday;8;0;42.32339127;-71.09547475
I182066670;3115;Investigate Person;INVESTIGATE PERSON;B2;615;0;20/08/2018 18:13;2018;8;Monday;18;0;42.3365535;-71.10198577
I182066665;619;Larceny;LARCENY ALL OTHERS;B2; ;0;20/08/2018 16:57;2018;8;Monday;16;0;0;0
I182066650;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;319;0;20/08/2018 16:51;2018;8;Monday;16;0;42.30603974;-71.0862124
I182066642;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;330;0;24/07/2018 17:25;2018;7;Tuesday;17;0;42.3043395;-71.08477887
I182066634;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;183;0;20/08/2018 15:56;2018;8;Monday;15;0;42.32104169;-71.07215291
I182066616;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;292;0;20/08/2018 15:30;2018;8;Monday;15;0;42.32919289;-71.08730233
I182066614;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2; ;0;20/08/2018 14:20;2018;8;Monday;14;0;0;0
I182066597;3114;Investigate Property;INVESTIGATE PROPERTY;B2;178;0;20/08/2018 14:48;2018;8;Monday;14;0;42.32965577;-71.07233804
I182066596;2610;Other;TRESPASSING;B2;288;0;20/08/2018 14:46;2018;8;Monday;14;0;42.32952036;-71.08530641
I182066596;2646;Liquor Violation;LIQUOR - DRINKING IN PUBLIC;B2;288;0;20/08/2018 14:46;2018;8;Monday;14;0;42.32952036;-71.08530641
I182066593;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;238;0;20/08/2018 10:21;2018;8;Monday;10;0;42.31920512;-71.06676803
I182066593;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2;238;0;20/08/2018 10:21;2018;8;Monday;10;1;42.31920512;-71.06676803
I182066591;3301;Verbal Disputes;VERBAL DISPUTE;B2;305;0;20/08/2018 13:21;2018;8;Monday;13;0;42.3206268;-71.09108856
I182066591;3125;Warrant Arrests;WARRANT ARREST;B2;305;0;20/08/2018 13:21;2018;8;Monday;13;0;42.3206268;-71.09108856
I182066578;1107;Fraud;FRAUD - IMPERSONATION;B2;308;0;14/08/2018 00:00;2018;8;Tuesday;0;0;42.32031741;-71.08732302
I182066572;3201;Property Lost;PROPERTY - LOST;B2;301;0;19/08/2018 11:00;2018;8;Sunday;11;0;42.32525339;-71.09670872
I182066561;3208;Property Lost;PROPERTY - MISSING;B2;315;0;18/08/2018 12:00;2018;8;Saturday;12;0;42.31430348;-71.08856593
I182066549;3810;Motor Vehicle Accident Response;M/V ACCIDENT - INVOLVING  BICYCLE - INJURY;B2; ;0;20/08/2018 12:36;2018;8;Monday;12;0;0;0
I182066547;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;593;0;20/08/2018 12:02;2018;8;Monday;12;0;42.33748963;-71.10880593
I182066544;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;239;0;20/08/2018 01:00;2018;8;Monday;1;0;42.31892106;-71.064284
I182066543;3007;Medical Assistance;SUDDEN DEATH;B2;258;0;20/08/2018 10:28;2018;8;Monday;10;0;42.31694068;-71.06719268
I182066535;2610;Other;TRESPASSING;B2;278;0;20/08/2018 12:12;2018;8;Monday;12;0;42.33076942;-71.07766482
I182066529;615;Larceny From Motor Vehicle;LARCENY THEFT OF MV PARTS & ACCESSORIES;B2;288;0;20/08/2018 11:30;2018;8;Monday;11;0;42.32952036;-71.08530641
I182066529;724;Auto Theft;AUTO THEFT;B2;288;0;20/08/2018 11:30;2018;8;Monday;11;0;42.32952036;-71.08530641
I182066527;3123;Explosives;EXPLOSIVES - TURNED IN OR FOUND;B2;319;0;20/08/2018 10:51;2018;8;Monday;10;1;42.30911422;-71.08667126
I182066523;2657;Other;VIOLATION - CITY ORDINANCE;B2;288;0;20/08/2018 11:45;2018;8;Monday;11;0;42.32952036;-71.08530641
I182066506;619;Larceny;LARCENY ALL OTHERS;B2;587;0;09/08/2018 12:00;2018;8;Thursday;12;0;42.33071752;-71.0971324
I182066496;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;181;0;19/08/2018 09:00;2018;8;Sunday;9;0;42.32462274;-71.07311246
I182066480;1107;Fraud;FRAUD - IMPERSONATION;B2;305;0;28/04/2017 00:00;2017;4;Friday;0;0;42.32018388;-71.09050016
I182066448;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2; ;0;20/08/2018 00:55;2018;8;Monday;0;0;0;0
I182066440;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2; ;0;20/08/2018 01:08;2018;8;Monday;1;0;0;0
I182066436;3125;Warrant Arrests;WARRANT ARREST;B2;280;0;20/08/2018 01:13;2018;8;Monday;1;0;42.32872589;-71.08382217
I182066391;617;Larceny;LARCENY THEFT FROM BUILDING;B2;328;0;19/08/2018 20:47;2018;8;Sunday;20;0;42.30963475;-71.07321346
I182066383;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;328;0;19/08/2018 20:02;2018;8;Sunday;20;1;42.31077758;-71.07480891
I182066380;2401;Disorderly Conduct;AFFRAY;B2; ;0;19/08/2018 19:32;2018;8;Sunday;19;0;0;0
I182066380;2647;Other;THREATS TO DO BODILY HARM;B2; ;0;19/08/2018 19:32;2018;8;Sunday;19;0;0;0
I182066372;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;298;0;19/08/2018 12:00;2018;8;Sunday;12;0;42.32347517;-71.0875019
I182066368;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;587;0;19/08/2018 19:05;2018;8;Sunday;19;0;42.33153509;-71.09534648
I182066361;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;329;0;19/08/2018 18:45;2018;8;Sunday;18;0;42.30896999;-71.08284839
I182066359;1402;Vandalism;VANDALISM;B2;265;0;19/08/2018 17:44;2018;8;Sunday;17;0;42.3214622;-71.0780367
I182066350;619;Larceny;LARCENY ALL OTHERS;B2;292;0;19/08/2018 09:00;2018;8;Sunday;9;0;42.32874077;-71.08771559
I182066350;617;Larceny;LARCENY THEFT FROM BUILDING;B2;292;0;19/08/2018 09:00;2018;8;Sunday;9;0;42.32874077;-71.08771559
I182066347;2632;Evading Fare;EVADING FARE;B2;301;0;19/08/2018 18:16;2018;8;Sunday;18;0;42.32584291;-71.09654897
I182066336;619;Larceny;LARCENY ALL OTHERS;B2;179;0;31/07/2018 17:00;2018;7;Tuesday;17;0;42.33061974;-71.07388234
I182066333;2647;Other;THREATS TO DO BODILY HARM;B2;328;0;19/08/2018 16:34;2018;8;Sunday;16;0;42.31193478;-71.07341982
I182066323;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;586;0;18/08/2018 16:00;2018;8;Saturday;16;0;42.33013124;-71.10138008
I182066316;3201;Property Lost;PROPERTY - LOST;B2;265;0;19/08/2018 16:03;2018;8;Sunday;16;0;42.31985444;-71.07972518
I182066301;724;Auto Theft;AUTO THEFT;B2;331;0;19/08/2018 01:00;2018;8;Sunday;1;0;42.31168573;-71.07111997
I182066300;724;Auto Theft;AUTO THEFT;B2;263;0;19/08/2018 15:06;2018;8;Sunday;15;0;42.32324394;-71.07642483
I182066282;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;282;0;19/08/2018 09:06;2018;8;Sunday;9;0;42.32823419;-71.08328981
I182066282;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;282;0;19/08/2018 09:06;2018;8;Sunday;9;1;42.32823419;-71.08328981
I182066274;1402;Vandalism;VANDALISM;B2;326;0;19/08/2018 03:30;2018;8;Sunday;3;0;42.31214719;-71.08053224
I182066272;3201;Property Lost;PROPERTY - LOST;B2;566;0;30/06/2018 11:00;2018;6;Saturday;11;0;42.30238064;-71.0871183
I182066249;619;Larceny;LARCENY ALL OTHERS;B2;306;0;20/07/2018 20:53;2018;7;Friday;20;0;42.3177913;-71.09334526
I182066248;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;612;0;19/08/2018 11:54;2018;8;Sunday;11;0;42.33606304;-71.10782832
I182066248;3501;Missing Person Reported;MISSING PERSON;B2;612;0;19/08/2018 11:54;2018;8;Sunday;11;0;42.33606304;-71.10782832
I182066241;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;316;0;18/08/2018 19:00;2018;8;Saturday;19;0;42.31633754;-71.09326915
I182066199;3115;Investigate Person;INVESTIGATE PERSON;B2;292;0;19/08/2018 05:35;2018;8;Sunday;5;0;42.32874077;-71.08771559
I182066198;3115;Investigate Person;INVESTIGATE PERSON;B2;305;0;19/08/2018 05:18;2018;8;Sunday;5;0;42.3206268;-71.09108856
I182066185;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;316;0;19/08/2018 03:19;2018;8;Sunday;3;0;42.31275031;-71.09388736
I182066179;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;584;0;19/08/2018 03:12;2018;8;Sunday;3;0;42.32706721;-71.10128822
I182066146;3115;Investigate Person;INVESTIGATE PERSON;B2;292;0;18/08/2018 22:57;2018;8;Saturday;22;0;42.32901664;-71.08605153
I182066142;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;294;0;18/08/2018 22:00;2018;8;Saturday;22;0;42.32703627;-71.08687838
I182066139;3007;Medical Assistance;SUDDEN DEATH;B2;293;0;18/08/2018 23:08;2018;8;Saturday;23;0;42.32541109;-71.09141411
I182066138;3115;Investigate Person;INVESTIGATE PERSON;B2;259;0;18/08/2018 23:08;2018;8;Saturday;23;0;42.30545103;-71.08057209
I182066137;1001;Counterfeiting;FORGERY / COUNTERFEITING;B2;286;0;18/08/2018 23:13;2018;8;Saturday;23;0;42.3346586;-71.08469354
I182066131;3201;Property Lost;PROPERTY - LOST;B2;282;0;18/08/2018 23:08;2018;8;Saturday;23;0;42.32866284;-71.08563401
I182066130;3207;Property Found;PROPERTY - FOUND;B2;280;0;18/08/2018 23:06;2018;8;Saturday;23;0;42.32872589;-71.08382217
I182066123;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;326;0;18/08/2018 22:02;2018;8;Saturday;22;1;42.31369016;-71.07696741
I182066096;3301;Verbal Disputes;VERBAL DISPUTE;B2;182;0;18/08/2018 20:07;2018;8;Saturday;20;0;42.32311604;-71.0691723
I182066092;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;183;0;18/08/2018 20:24;2018;8;Saturday;20;1;42.31987076;-71.07096263
I182066092;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;183;0;18/08/2018 20:24;2018;8;Saturday;20;1;42.31987076;-71.07096263
I182066083;3115;Investigate Person;INVESTIGATE PERSON;B2;288;0;18/08/2018 19:51;2018;8;Saturday;19;0;42.32974821;-71.08454012
I182066071;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;259;0;18/08/2018 18:07;2018;8;Saturday;18;0;42.30545103;-71.08057209
I182066070;3201;Property Lost;PROPERTY - LOST;B2;326;0;18/08/2018 13:32;2018;8;Saturday;13;0;42.31335397;-71.07961067
I182066069;3301;Verbal Disputes;VERBAL DISPUTE;B2;182;0;18/08/2018 18:18;2018;8;Saturday;18;0;42.32311604;-71.0691723
I182066062;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;261;0;18/08/2018 16:29;2018;8;Saturday;16;0;42.32047753;-71.07273673
I182066058;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;237;0;17/08/2018 22:30;2018;8;Friday;22;0;42.31985447;-71.06499609
I182066056;520;Residential Burglary;BURGLARY - RESIDENTIAL - FORCE;B2;324;0;17/08/2018 20:00;2018;8;Friday;20;0;42.31743922;-71.07547845
I182066042;724;Auto Theft;AUTO THEFT;B2;260;0;18/08/2018 02:45;2018;8;Saturday;2;0;42.31863829;-71.06984326
I182066022;2007;Restraining Order Violations;VIOL. OF RESTRAINING ORDER W NO ARREST;B2;263;0;18/08/2018 14:23;2018;8;Saturday;14;0;42.32324828;-71.07344038
I182066007;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2; ;0;18/08/2018 13:12;2018;8;Saturday;13;0;0;0
I182066007;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2; ;0;18/08/2018 13:12;2018;8;Saturday;13;0;0;0
I182066006;3114;Investigate Property;INVESTIGATE PROPERTY;B2;911;0;18/08/2018 14:01;2018;8;Saturday;14;0;42.33506218;-71.09316781
I182065996;3201;Property Lost;PROPERTY - LOST;B2;279;0;12/08/2018 13:00;2018;8;Sunday;13;0;42.32853529;-71.08213874
I182065994;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;262;0;18/08/2018 12:04;2018;8;Saturday;12;0;42.32182903;-71.07328487
I182065993;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;325;0;18/08/2018 11:25;2018;8;Saturday;11;0;42.31428744;-71.07697146
I182065985;3001;Medical Assistance;DEATH INVESTIGATION;B2;566;0;18/08/2018 11:39;2018;8;Saturday;11;0;42.29765063;-71.09178006
I182065972;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;586;0;17/08/2018 18:00;2018;8;Friday;18;0;42.32798679;-71.09935358
I182065964;3301;Verbal Disputes;VERBAL DISPUTE;B2;266;0;06/08/2018 11:05;2018;8;Monday;11;0;42.32424069;-71.07761917
I182065963;3108;Fire Related Reports;FIRE REPORT - HOUSE;B2;310;0;18/08/2018 10:55;2018;8;Saturday;14;0;42.31757205;-71.08445525
I182065953;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;330;0;18/08/2018 10:26;2018;8;Saturday;10;0;42.30455372;-71.08295366
I182065936;2610;Other;TRESPASSING;B2;319;0;18/08/2018 08:29;2018;8;Saturday;8;0;42.30664081;-71.08584976
I182065935;3114;Investigate Property;INVESTIGATE PROPERTY;B2;603;0;18/08/2018 08:30;2018;8;Saturday;8;0;42.33380683;-71.10377843
I182065933;3301;Verbal Disputes;VERBAL DISPUTE;B2;321;0;18/08/2018 07:55;2018;8;Saturday;7;0;42.31250552;-71.08314735
I182065924;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;311;0;18/08/2018 05:15;2018;8;Saturday;5;1;42.31985444;-71.07972518
I182065907;3301;Verbal Disputes;VERBAL DISPUTE;B2;326;0;18/08/2018 02:19;2018;8;Saturday;2;0;42.31295163;-71.07989658
I182065892;301;Robbery;ROBBERY - STREET;B2;615;0;18/08/2018 01:27;2018;8;Saturday;1;1;42.33932485;-71.09937561
I182065884;3410;Towed;TOWED MOTOR VEHICLE;B2;262;0;17/08/2018 22:41;2018;8;Friday;22;0;42.32052521;-71.07610051
I182065874;2007;Restraining Order Violations;VIOL. OF RESTRAINING ORDER W NO ARREST;B2;320;0;18/08/2018 00:01;2018;8;Saturday;0;0;42.3093638;-71.08416777
I182065872;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;586;0;17/08/2018 23:32;2018;8;Friday;23;0;42.33052492;-71.10306422
I182065868;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;287;0;17/08/2018 23:12;2018;8;Friday;23;0;42.33094752;-71.08285104
I182065868;1402;Vandalism;VANDALISM;B2;287;0;17/08/2018 23:12;2018;8;Friday;23;0;42.33094752;-71.08285104
I182065865;735;Auto Theft Recovery;RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON);B2;331;0;17/08/2018 22:16;2018;8;Friday;22;0;42.31385973;-71.06958522
I182065865;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;331;0;17/08/2018 22:16;2018;8;Friday;22;0;42.31385973;-71.06958522
I182065861;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;327;0;07/08/2018 12:00;2018;8;Tuesday;12;0;42.31513535;-71.0719578
I182065837;2646;Liquor Violation;LIQUOR - DRINKING IN PUBLIC;B2;288;0;17/08/2018 21:16;2018;8;Friday;21;0;42.32866284;-71.08563401
I182065835;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;184;0;17/08/2018 19:48;2018;8;Friday;19;0;42.32005616;-71.06587012
I182065835;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2;184;0;17/08/2018 19:48;2018;8;Friday;19;0;42.32005616;-71.06587012
I182065829;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;258;0;17/08/2018 18:00;2018;8;Friday;18;0;42.31633855;-71.06879992
I182065827;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;300;0;17/08/2018 17:00;2018;8;Friday;17;0;42.32104457;-71.09281974
I182065810;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;328;0;17/08/2018 17:47;2018;8;Friday;17;0;42.31204931;-71.07700088
I182065808;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;309;0;17/08/2018 19:00;2018;8;Friday;19;0;42.31993295;-71.08157395
I182065790;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2; ;0;17/08/2018 18:20;2018;8;Friday;18;1;0;0
I182065779;1402;Vandalism;VANDALISM;B2;280;0;17/08/2018 16:19;2018;8;Friday;16;0;42.32978737;-71.08324801
I182065777;3115;Investigate Person;INVESTIGATE PERSON;B2; ;0;17/08/2018 17:19;2018;8;Friday;17;0;0;0
I182065776;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;593;0;17/08/2018 17:15;2018;8;Friday;17;0;42.33664223;-71.10876358
I182065766;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;282;0;12/08/2018 16:05;2018;8;Sunday;16;0;42.32866284;-71.08563401
I182065750;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;296;0;17/08/2018 16:15;2018;8;Friday;16;0;42.32396839;-71.07919432
I182065737;3301;Verbal Disputes;VERBAL DISPUTE;B2;185;0;17/08/2018 15:08;2018;8;Friday;15;0;42.32198656;-71.06280666
I182065722;1402;Vandalism;VANDALISM;B2;603;0;17/08/2018 14:58;2018;8;Friday;14;0;42.33155375;-71.10177979
I182065721;2610;Other;TRESPASSING;B2;288;0;17/08/2018 12:20;2018;8;Friday;12;0;42.32952036;-71.08530641
I182065714;2647;Other;THREATS TO DO BODILY HARM;B2;319;0;17/08/2018 14:24;2018;8;Friday;14;0;42.30845311;-71.08718664
I182065710;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;282;0;17/08/2018 14:47;2018;8;Friday;14;0;42.32866284;-71.08563401
I182065698;1106;Confidence Games;FRAUD - CREDIT CARD / ATM FRAUD;B2;288;0;10/08/2018 12:00;2018;8;Friday;12;0;42.32974821;-71.08454012
I182065689;2610;Other;TRESPASSING;B2;179;0;17/08/2018 13:14;2018;8;Friday;13;0;42.33176796;-71.07182739
I182065669;2670;Criminal Harassment;CRIMINAL HARASSMENT;B2;911;0;05/08/2018 12:39;2018;8;Sunday;12;0;42.33506218;-71.09316781
I182065660;3115;Investigate Person;INVESTIGATE PERSON;B2;298;0;17/08/2018 10:32;2018;8;Friday;10;0;42.32227057;-71.08745741
I182065643;735;Auto Theft Recovery;RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON);B2;319;0;17/08/2018 10:36;2018;8;Friday;10;0;42.30784206;-71.08650939
I182065642;2610;Other;TRESPASSING;B2;179;0;17/08/2018 10:23;2018;8;Friday;10;0;42.33130578;-71.07194742
I182065624;3130;Search Warrants;SEARCH WARRANT;B2;312;0;17/08/2018 10:22;2018;8;Friday;10;0;42.3156892;-71.08951391
